stationId,stationName,brand,province,town,latitude,longitude,petrolAvailability,dieselAvailability,superPetrolAvailability,lastUpdated,availabilityConfidence,estimatedWaitTime
FS645, Laugfs Maskeliya, Laugfs Petroleum, Central, Maskeliya,6.832,80.566, Available, Limited, Not Available, 2025-12-28T11:40:00Z, Medium,22
FS646, IOC Norton Bridge, IOC, Central, Norton Bridge,6.9,80.516, Available, Available, Available, 2025-12-28T11:45:00Z, High,12
FS647, Sinopec Watawala, Sinopec, Central, Watawala,6.952,80.533, Limited, Available, Not Available, 2025-12-28T11:50:00Z, Medium,27
FS648, IOC Kitulgala, IOC, Sabaragamuwa, Kitulgala,6.989,80.417, Available, Available, Available, 2025-12-28T11:55:00Z, High,13
FS649, Laugfs Kithulgala Town, Laugfs Petroleum, Sabaragamuwa, Kitulgala,6.991,80.42, Available, Limited, Not Available, 2025-12-28T12:00:00Z, Medium,21
FS650, IOC Yatiyantota, IOC, Sabaragamuwa, Yatiyantota,6.732,80.304, Available, Available, Available, 2025-12-28T12:05:00Z, High,14
FS651, IOC Ratnapura Town, IOC, Sabaragamuwa, Ratnapura,6.6828,80.399, Available, Available, Available, 2025-12-28T12:10:00Z, High,15
FS652, Laugfs Eheliyagoda, Laugfs Petroleum, Sabaragamuwa, Eheliyagoda,6.85,80.265, Available, Available, Not Available, 2025-12-28T12:15:00Z, Medium,20
FS653, Sinopec Pelmadulla, Sinopec, Sabaragamuwa, Pelmadulla,6.62,80.542, Limited, Available, Not Available, 2025-12-28T12:20:00Z, Medium,28
FS654, IOC Balangoda Central, IOC, Sabaragamuwa, Balangoda,6.661,80.704, Available, Available, Available, 2025-12-28T12:25:00Z, High,14
FS655, Laugfs Imbulpe, Laugfs Petroleum, Sabaragamuwa, Imbulpe,6.724,80.787, Available, Limited, Not Available, 2025-12-28T12:30:00Z, Medium,23
FS656, IOC Kalawana, IOC, Sabaragamuwa, Kalawana,6.533,80.408, Available, Available, Available, 2025-12-28T12:35:00Z, High,13
FS657, Sinopec Nivithigala, Sinopec, Sabaragamuwa, Nivithigala,6.576,80.451, Limited, Available, Not Available, 2025-12-28T12:40:00Z, Medium,27
FS658, IOC Godakawela, IOC, Sabaragamuwa, Godakawela,6.508,80.647, Available, Available, Available, 2025-12-28T12:45:00Z, High,12
FS659, Laugfs Kolonna, Laugfs Petroleum, Sabaragamuwa, Kolonna,6.401,80.684, Available, Limited, Not Available, 2025-12-28T12:50:00Z, Medium,22
FS660, IOC Udawalawa Junction, IOC, Sabaragamuwa, Udawalawa,6.424,80.888, Available, Available, Available, 2025-12-28T12:55:00Z, High,16
FS661, IOC Badulla Town, IOC, Uva, Badulla,6.9934,81.055, Available, Available, Available, 2025-12-28T13:00:00Z, High,15
FS662, Laugfs Hali Ela, Laugfs Petroleum, Uva, Hali Ela,6.957,81.035, Available, Available, Not Available, 2025-12-28T13:05:00Z, Medium,20
FS663, Sinopec Passara, Sinopec, Uva, Passara,6.932,81.152, Limited, Available, Not Available, 2025-12-28T13:10:00Z, Medium,29
FS664, IOC Bandarawela Central, IOC, Uva, Bandarawela,6.8269,80.9982, Available, Available, Available, 2025-12-28T13:15:00Z, High,14
FS665, Laugfs Ella, Laugfs Petroleum, Uva, Ella,6.8667,81.0466, Available, Limited, Not Available, 2025-12-28T13:20:00Z, Medium,24
FS666, IOC Diyatalawa, IOC, Uva, Diyatalawa,6.799,80.96, Available, Available, Available, 2025-12-28T13:25:00Z, High,13
FS667, Sinopec Haputale, Sinopec, Uva, Haputale,6.765,80.951, Limited, Available, Not Available, 2025-12-28T13:30:00Z, Medium,27
FS668, IOC Welimada, IOC, Uva, Welimada,6.905,80.914, Available, Available, Available, 2025-12-28T13:35:00Z, High,14
FS669, Laugfs Uva Paranagama, Laugfs Petroleum, Uva, Uva Paranagama,6.894,81.103, Available, Limited, Not Available, 2025-12-28T13:40:00Z, Medium,22
FS670, IOC Mahiyanganaya, IOC, Uva, Mahiyanganaya,7.327,81.003, Available, Available, Available, 2025-12-28T13:45:00Z, High,16
FS671, IOC Monaragala Town, IOC, Uva, Monaragala,6.872,81.349, Available, Available, Available, 2025-12-28T13:50:00Z, High,15
FS672, Laugfs Wellawaya, Laugfs Petroleum, Uva, Wellawaya,6.736,81.103, Available, Available, Not Available, 2025-12-28T13:55:00Z, Medium,19
FS673, Sinopec Buttala, Sinopec, Uva, Buttala,6.757,81.238, Limited, Available, Not Available, 2025-12-28T14:00:00Z, Medium,28
FS674, IOC Bibile, IOC, Uva, Bibile,7.159,81.222, Available, Available, Available, 2025-12-28T14:05:00Z, High,14
FS675, Laugfs Madulla, Laugfs Petroleum, Uva, Madulla,6.926,81.386, Available, Limited, Not Available, 2025-12-28T14:10:00Z, Medium,23
FS676, IOC Siyambalanduwa, IOC, Uva, Siyambalanduwa,6.904,81.549, Available, Available, Available, 2025-12-28T14:15:00Z, High,13
FS677, Sinopec Okkampitiya, Sinopec, Uva, Okkampitiya,6.753,81.299, Limited, Available, Not Available, 2025-12-28T14:20:00Z, Medium,26
FS678, IOC Kataragama Road, IOC, Uva, Kataragama,6.412,81.332, Available, Available, Available, 2025-12-28T14:25:00Z, High,17
FS679, Laugfs Thanamalwila, Laugfs Petroleum, Uva, Thanamalwila,6.441,81.132, Available, Limited, Not Available, 2025-12-28T14:30:00Z, Medium,24
FS680, IOC Sevanagala, IOC, Uva, Sevanagala,6.399,81.207, Available, Available, Available, 2025-12-28T14:35:00Z, High,15
FS681, IOC Hambantota Town, IOC, Southern, Hambantota,6.124,81.118, Available, Available, Available, 2025-12-28T14:40:00Z, High,16
FS682, Laugfs Ambalantota, Laugfs Petroleum, Southern, Ambalantota,6.126,81.023, Available, Available, Not Available, 2025-12-28T14:45:00Z, Medium,20
FS683, Sinopec Tissamaharama, Sinopec, Southern, Tissamaharama,6.282,81.287, Limited, Available, Not Available, 2025-12-28T14:50:00Z, Medium,29
FS684, IOC Beliatta Central, IOC, Southern, Beliatta,6.049,80.739, Available, Available, Available, 2025-12-28T14:55:00Z, High,14
FS685, Laugfs Walasmulla, Laugfs Petroleum, Southern, Walasmulla,6.15,80.695, Available, Limited, Not Available, 2025-12-28T15:00:00Z, Medium,23
FS686, IOC Weeraketiya, IOC, Southern, Weeraketiya,6.135,80.785, Available, Available, Available, 2025-12-28T15:05:00Z, High,13
FS687, Sinopec Angunukolapelessa, Sinopec, Southern, Angunukolapelessa,6.162,80.893, Limited, Available, Not Available, 2025-12-28T15:10:00Z, Medium,27
FS688, IOC Tangalle Road, IOC, Southern, Tangalle,6.021,80.796, Available, Available, Available, 2025-12-28T15:15:00Z, High,16
FS689, Laugfs Hungama, Laugfs Petroleum, Southern, Hungama,6.109,80.956, Available, Limited, Not Available, 2025-12-28T15:20:00Z, Medium,24
FS690, IOC Sooriyawewa, IOC, Southern, Sooriyawewa,6.244,81.022, Available, Available, Available, 2025-12-28T15:25:00Z, High,15
FS691, IOC Matara Town, IOC, Southern, Matara,5.9485,80.5353, Available, Available, Available, 2025-12-28T15:30:00Z, High,17
FS692, Laugfs Weligama, Laugfs Petroleum, Southern, Weligama,5.975,80.43, Available, Available, Not Available, 2025-12-28T15:35:00Z, Medium,20
FS693, Sinopec Kamburupitiya, Sinopec, Southern, Kamburupitiya,6.075,80.564, Limited, Available, Not Available, 2025-12-28T15:40:00Z, Medium,28
FS694, IOC Akuressa Central, IOC, Southern, Akuressa,6.097,80.476, Available, Available, Available, 2025-12-28T15:45:00Z, High,14
FS695, Laugfs Deniyaya, Laugfs Petroleum, Southern, Deniyaya,6.34,80.333, Available, Limited, Not Available, 2025-12-28T15:50:00Z, Medium,25
FS696, IOC Kekanadura, IOC, Southern, Kekanadura,5.976,80.6, Available, Available, Available, 2025-12-28T15:55:00Z, High,13
FS697, Sinopec Hakmana, Sinopec, Southern, Hakmana,6.085,80.617, Limited, Available, Not Available, 2025-12-28T16:00:00Z, Medium,26
FS698, IOC Dikwella Junction, IOC, Southern, Dikwella,5.967,80.686, Available, Available, Available, 2025-12-28T16:05:00Z, High,15
FS699, Laugfs Devinuwara, Laugfs Petroleum, Southern, Devinuwara,5.928,80.589, Available, Limited, Not Available, 2025-12-28T16:10:00Z, Medium,23
FS700, IOC Kottegoda, IOC, Southern, Kottegoda,5.912,80.62, Available, Available, Available, 2025-12-28T16:15:00Z, High,14
FS701, IOC Galle Fort, IOC, Southern, Galle,6.032,80.217, Available, Available, Available, 2025-12-28T16:20:00Z, High,18
FS702, Laugfs Unawatuna, Laugfs Petroleum, Southern, Unawatuna,6.016,80.249, Available, Available, Not Available, 2025-12-28T16:25:00Z, Medium,21
FS703, Sinopec Hikkaduwa, Sinopec, Southern, Hikkaduwa,6.14,80.101, Limited, Available, Not Available, 2025-12-28T16:30:00Z, Medium,30
FS704, IOC Ambalangoda Central, IOC, Southern, Ambalangoda,6.235,80.053, Available, Available, Available, 2025-12-28T16:35:00Z, High,16
FS705, Laugfs Elpitiya, Laugfs Petroleum, Southern, Elpitiya,6.292,80.162, Available, Limited, Not Available, 2025-12-28T16:40:00Z, Medium,24
FS706, IOC Karandeniya, IOC, Southern, Karandeniya,6.256,80.103, Available, Available, Available, 2025-12-28T16:45:00Z, High,14
FS707, Sinopec Baddegama, Sinopec, Southern, Baddegama,6.184,80.2, Limited, Available, Not Available, 2025-12-28T16:50:00Z, Medium,27
FS708, IOC Bentota Road, IOC, Southern, Bentota,6.421,79.998, Available, Available, Available, 2025-12-28T16:55:00Z, High,17
FS709, Laugfs Aluthgama, Laugfs Petroleum, Southern, Aluthgama,6.43,79.997, Available, Limited, Not Available, 2025-12-28T17:00:00Z, Medium,22
FS710, IOC Balapitiya, IOC, Southern, Balapitiya,6.279,80.038, Available, Available, Available, 2025-12-28T17:05:00Z, High,15
FS711, IOC Kalutara South, IOC, Western, Kalutara,6.5854,79.9607, Available, Available, Available, 2025-12-28T17:10:00Z, High,18
FS712, Laugfs Kalutara North, Laugfs Petroleum, Western, Kalutara,6.595,79.962, Available, Available, Not Available, 2025-12-28T17:15:00Z, Medium,21
FS713, Sinopec Beruwala, Sinopec, Western, Beruwala,6.474,79.984, Limited, Available, Not Available, 2025-12-28T17:20:00Z, Medium,29
FS714, IOC Alubomulla, IOC, Western, Alubomulla,6.604,79.982, Available, Available, Available, 2025-12-28T17:25:00Z, High,15
FS715, Laugfs Matugama, Laugfs Petroleum, Western, Matugama,6.524,80.113, Available, Limited, Not Available, 2025-12-28T17:30:00Z, Medium,23
FS716, IOC Agalawatta, IOC, Western, Agalawatta,6.541,80.151, Available, Available, Available, 2025-12-28T17:35:00Z, High,14
FS717, Sinopec Bulathsinhala, Sinopec, Western, Bulathsinhala,6.666,80.196, Limited, Available, Not Available, 2025-12-28T17:40:00Z, Medium,28
FS718, IOC Bandaragama, IOC, Western, Bandaragama,6.712,79.989, Available, Available, Available, 2025-12-28T17:45:00Z, High,16
FS719, Laugfs Horana Town, Laugfs Petroleum, Western, Horana,6.716,80.062, Available, Limited, Not Available, 2025-12-28T17:50:00Z, Medium,24
FS720, IOC Ingiriya, IOC, Western, Ingiriya,6.739,80.1, Available, Available, Available, 2025-12-28T17:55:00Z, High,15
FS721, IOC Panadura South, IOC, Western, Panadura,6.7132,79.9076, Available, Available, Available, 2025-12-28T18:00:00Z, High,19
FS722, Laugfs Panadura North, Laugfs Petroleum, Western, Panadura,6.739,79.901, Available, Available, Not Available, 2025-12-28T18:05:00Z, Medium,21
FS723, Sinopec Moratuwa, Sinopec, Western, Moratuwa,6.773,79.882, Limited, Available, Not Available, 2025-12-28T18:10:00Z, Medium,30
FS724, IOC Piliyandala Central, IOC, Western, Piliyandala,6.801,79.923, Available, Available, Available, 2025-12-28T18:15:00Z, High,17
FS725, Laugfs Kesbewa, Laugfs Petroleum, Western, Kesbewa,6.795,79.94, Available, Limited, Not Available, 2025-12-28T18:20:00Z, Medium,25
FS726, IOC Maharagama A4, IOC, Western, Maharagama,6.847,79.926, Available, Available, Available, 2025-12-28T18:25:00Z, High,16
FS727, Sinopec Boralesgamuwa, Sinopec, Western, Boralesgamuwa,6.842,79.9, Limited, Available, Not Available, 2025-12-28T18:30:00Z, Medium,28
FS728, IOC Nugegoda, IOC, Western, Nugegoda,6.869,79.889, Available, Available, Available, 2025-12-28T18:35:00Z, High,18
FS729, Laugfs Kottawa, Laugfs Petroleum, Western, Kottawa,6.84,79.965, Available, Limited, Not Available, 2025-12-28T18:40:00Z, Medium,26
FS730, IOC Homagama Town, IOC, Western, Homagama,6.844,80.003, Available, Available, Available, 2025-12-28T18:45:00Z, High,15
FS731, IOC Colombo Fort, IOC, Western, Colombo,6.9344,79.8428, Available, Available, Available, 2025-12-28T18:50:00Z, High,20
FS732, Laugfs Pettah, Laugfs Petroleum, Western, Colombo,6.936,79.85, Available, Available, Not Available, 2025-12-28T18:55:00Z, Medium,22
FS733, Sinopec Borella, Sinopec, Western, Colombo,6.914,79.877, Limited, Available, Not Available, 2025-12-28T19:00:00Z, Medium,31
FS734, IOC Rajagiriya, IOC, Western, Rajagiriya,6.91,79.893, Available, Available, Available, 2025-12-28T19:05:00Z, High,18
FS735, Laugfs Battaramulla, Laugfs Petroleum, Western, Battaramulla,6.904,79.918, Available, Limited, Not Available, 2025-12-28T19:10:00Z, Medium,24
FS736, IOC Malabe New Town, IOC, Western, Malabe,6.906,79.958, Available, Available, Available, 2025-12-28T19:15:00Z, High,17
FS737, Sinopec Kaduwela, Sinopec, Western, Kaduwela,6.935,79.983, Limited, Available, Not Available, 2025-12-28T19:20:00Z, Medium,29
FS738, IOC Athurugiriya, IOC, Western, Athurugiriya,6.876,79.998, Available, Available, Available, 2025-12-28T19:25:00Z, High,16
FS739, Laugfs Hanwella, Laugfs Petroleum, Western, Hanwella,6.907,80.084, Available, Limited, Not Available, 2025-12-28T19:30:00Z, Medium,25
FS740, IOC Padukka, IOC, Western, Padukka,6.844,80.103, Available, Available, Available, 2025-12-28T19:35:00Z, High,15
FS741, IOC Negombo Town, IOC, Western, Negombo,7.2086,79.8358, Available, Available, Available, 2025-12-28T19:40:00Z, High,19
FS742, Laugfs Katunayake, Laugfs Petroleum, Western, Katunayake,7.164,79.873, Available, Available, Not Available, 2025-12-28T19:45:00Z, Medium,21
FS743, Sinopec Kochchikade, Sinopec, Western, Kochchikade,7.258,79.854, Limited, Available, Not Available, 2025-12-28T19:50:00Z, Medium,30
FS744, IOC Minuwangoda Central, IOC, Western, Minuwangoda,7.171,79.953, Available, Available, Available, 2025-12-28T19:55:00Z, High,16
FS745, Laugfs Divulapitiya, Laugfs Petroleum, Western, Divulapitiya,7.227,79.978, Available, Limited, Not Available, 2025-12-28T20:00:00Z, Medium,24
FS746, IOC Gampaha Town, IOC, Western, Gampaha,7.091,79.994, Available, Available, Available, 2025-12-28T20:05:00Z, High,17
FS747, Sinopec Kiribathgoda, Sinopec, Western, Kiribathgoda,6.982,79.926, Limited, Available, Not Available, 2025-12-28T20:10:00Z, Medium,29
FS748, IOC Ja-Ela Junction, IOC, Western, Ja-Ela,7.074,79.891, Available, Available, Available, 2025-12-28T20:15:00Z, High,18
FS749, Laugfs Wattala, Laugfs Petroleum, Western, Wattala,6.988,79.889, Available, Limited, Not Available, 2025-12-28T20:20:00Z, Medium,25
FS750, IOC Kelaniya, IOC, Western, Kelaniya,6.955,79.915, Available, Available, Available, 2025-12-28T20:25:00Z, High,16
FS751, IOC Ja-Ela Town, IOC, Western, Ja-Ela,7.079,79.892, Available, Available, Available, 2025-12-28T20:30:00Z, High,17
FS752, Laugfs Kandana, Laugfs Petroleum, Western, Kandana,7.049,79.897, Available, Available, Not Available, 2025-12-28T20:35:00Z, Medium,21
FS753, Sinopec Ragama, Sinopec, Western, Ragama,7.028,79.916, Limited, Available, Not Available, 2025-12-28T20:40:00Z, Medium,30
FS754, IOC Mahara Junction, IOC, Western, Mahara,7.015,79.925, Available, Available, Available, 2025-12-28T20:45:00Z, High,18
FS755, Laugfs Kirillawala, Laugfs Petroleum, Western, Kirillawala,6.999,79.95, Available, Limited, Not Available, 2025-12-28T20:50:00Z, Medium,24
FS756, IOC Kadawatha Central, IOC, Western, Kadawatha,7,79.95, Available, Available, Available, 2025-12-28T20:55:00Z, High,16
FS757, Sinopec Ganemulla, Sinopec, Western, Ganemulla,7.066,79.963, Limited, Available, Not Available, 2025-12-28T21:00:00Z, Medium,29
FS758, IOC Kiribathgoda Town, IOC, Western, Kiribathgoda,6.982,79.926, Available, Available, Available, 2025-12-28T21:05:00Z, High,17
FS759, Laugfs Delgoda, Laugfs Petroleum, Western, Delgoda,6.995,80.015, Available, Limited, Not Available, 2025-12-28T21:10:00Z, Medium,25
FS760, IOC Weliweriya, IOC, Western, Weliweriya,7.028,80.02, Available, Available, Available, 2025-12-28T21:15:00Z, High,15
FS761, IOC Nittambuwa, IOC, Western, Nittambuwa,7.142,80.097, Available, Available, Available, 2025-12-28T21:20:00Z, High,16
FS762, Laugfs Mirigama, Laugfs Petroleum, Western, Mirigama,7.241,80.125, Available, Available, Not Available, 2025-12-28T21:25:00Z, Medium,20
FS763, Sinopec Pasyala, Sinopec, Western, Pasyala,7.176,80.11, Limited, Available, Not Available, 2025-12-28T21:30:00Z, Medium,28
FS764, IOC Divulapitiya Town, IOC, Western, Divulapitiya,7.229,79.981, Available, Available, Available, 2025-12-28T21:35:00Z, High,17
FS765, Laugfs Minuwangoda North, Laugfs Petroleum, Western, Minuwangoda,7.18,79.955, Available, Limited, Not Available, 2025-12-28T21:40:00Z, Medium,24
FS766, IOC Katunayake Airport Road, IOC, Western, Katunayake,7.169,79.884, Available, Available, Available, 2025-12-28T21:45:00Z, High,19
FS767, Sinopec Seeduwa, Sinopec, Western, Seeduwa,7.129,79.878, Limited, Available, Not Available, 2025-12-28T21:50:00Z, Medium,30
FS768, IOC Ekala, IOC, Western, Ekala,7.103,79.919, Available, Available, Available, 2025-12-28T21:55:00Z, High,16
FS769, Laugfs Kotugoda, Laugfs Petroleum, Western, Kotugoda,7.105,79.975, Available, Limited, Not Available, 2025-12-28T22:00:00Z, Medium,25
FS770, IOC Mabola, IOC, Western, Mabola,7.06,79.903, Available, Available, Available, 2025-12-28T22:05:00Z, High,15
FS771, IOC Kurunegala Town, IOC, North Western, Kurunegala,7.486,80.362, Available, Available, Available, 2025-12-28T22:10:00Z, High,17
FS772, Laugfs Mawathagama, Laugfs Petroleum, North Western, Mawathagama,7.408,80.436, Available, Available, Not Available, 2025-12-28T22:15:00Z, Medium,21
FS773, Sinopec Polgahawela Junction, Sinopec, North Western, Polgahawela,7.335,80.293, Limited, Available, Not Available, 2025-12-28T22:20:00Z, Medium,29
FS774, IOC Alawwa Central, IOC, North Western, Alawwa,7.291,80.236, Available, Available, Available, 2025-12-28T22:25:00Z, High,16
FS775, Laugfs Narammala, Laugfs Petroleum, North Western, Narammala,7.434,80.214, Available, Limited, Not Available, 2025-12-28T22:30:00Z, Medium,24
FS776, IOC Wariyapola, IOC, North Western, Wariyapola,7.625,80.237, Available, Available, Available, 2025-12-28T22:35:00Z, High,15
FS777, Sinopec Maho, Sinopec, North Western, Maho,7.822,80.276, Limited, Available, Not Available, 2025-12-28T22:40:00Z, Medium,28
FS778, IOC Nikaweratiya, IOC, North Western, Nikaweratiya,7.748,80.113, Available, Available, Available, 2025-12-28T22:45:00Z, High,16
FS779, Laugfs Hettipola, Laugfs Petroleum, North Western, Hettipola,7.421,80.258, Available, Limited, Not Available, 2025-12-28T22:50:00Z, Medium,23
FS780, IOC Kuliyapitiya, IOC, North Western, Kuliyapitiya,7.469,80.04, Available, Available, Available, 2025-12-28T22:55:00Z, High,17
FS781, IOC Chilaw Town, IOC, North Western, Chilaw,7.575,79.795, Available, Available, Available, 2025-12-28T23:00:00Z, High,18
FS782, Laugfs Wennappuwa, Laugfs Petroleum, North Western, Wennappuwa,7.331,79.855, Available, Available, Not Available, 2025-12-28T23:05:00Z, Medium,21
FS783, Sinopec Marawila, Sinopec, North Western, Marawila,7.409,79.828, Limited, Available, Not Available, 2025-12-28T23:10:00Z, Medium,29
FS784, IOC Puttalam Central, IOC, North Western, Puttalam,8.033,79.826, Available, Available, Available, 2025-12-28T23:15:00Z, High,17
FS785, Laugfs Mundel, Laugfs Petroleum, North Western, Mundel,7.795,79.828, Available, Limited, Not Available, 2025-12-28T23:20:00Z, Medium,24
FS786, IOC Anamaduwa, IOC, North Western, Anamaduwa,7.881,80.015, Available, Available, Available, 2025-12-28T23:25:00Z, High,15
FS787, Sinopec Pallama, Sinopec, North Western, Pallama,7.678,79.924, Limited, Available, Not Available, 2025-12-28T23:30:00Z, Medium,27
FS788, IOC Nattandiya, IOC, North Western, Nattandiya,7.408,79.868, Available, Available, Available, 2025-12-28T23:35:00Z, High,16
FS789, Laugfs Dankotuwa, Laugfs Petroleum, North Western, Dankotuwa,7.298,79.885, Available, Limited, Not Available, 2025-12-28T23:40:00Z, Medium,23
FS790, IOC Bingiriya, IOC, North Western, Bingiriya,7.61,79.929, Available, Available, Available, 2025-12-28T23:45:00Z, High,14
FS791, IOC Jaffna Town, IOC, Northern, Jaffna,9.6615,80.0255, Available, Available, Available, 2025-12-28T23:50:00Z, High,20
FS792, Laugfs Chavakachcheri, Laugfs Petroleum, Northern, Chavakachcheri,9.659,80.168, Available, Available, Not Available, 2025-12-28T23:55:00Z, Medium,22
FS793, Sinopec Point Pedro, Sinopec, Northern, Point Pedro,9.816,80.238, Limited, Available, Not Available, 2025-12-29T00:00:00Z, Medium,30
FS794, IOC Nallur, IOC, Northern, Nallur,9.668,80.039, Available, Available, Available, 2025-12-29T00:05:00Z, High,18
FS795, Laugfs Kopay, Laugfs Petroleum, Northern, Kopay,9.685,80.06, Available, Limited, Not Available, 2025-12-29T00:10:00Z, Medium,24
FS796, IOC Chunnakam, IOC, Northern, Chunnakam,9.741,80.045, Available, Available, Available, 2025-12-29T00:15:00Z, High,17
FS797, Sinopec Tellippalai, Sinopec, Northern, Tellippalai,9.769,80.035, Limited, Available, Not Available, 2025-12-29T00:20:00Z, Medium,28
FS798, IOC Uduvil, IOC, Northern, Uduvil,9.753,80.045, Available, Available, Available, 2025-12-29T00:25:00Z, High,16
FS799, Laugfs Sandilipay, Laugfs Petroleum, Northern, Sandilipay,9.776,80.06, Available, Limited, Not Available, 2025-12-29T00:30:00Z, Medium,23
FS800, IOC Kankesanthurai, IOC, Northern, Kankesanthurai,9.807,80.041, Available, Available, Available, 2025-12-29T00:35:00Z, High,19
FS801, IOC Vavuniya Town, IOC, Northern, Vavuniya,8.751,80.497, Available, Available, Available, 2025-12-29T00:40:00Z, High,18
FS802, Laugfs Cheddikulam, Laugfs Petroleum, Northern, Cheddikulam,8.702,80.56, Available, Available, Not Available, 2025-12-29T00:45:00Z, Medium,22
FS803, Sinopec Omanthai, Sinopec, Northern, Omanthai,8.778,80.518, Limited, Available, Not Available, 2025-12-29T00:50:00Z, Medium,29
FS804, IOC Thandikulam, IOC, Northern, Thandikulam,8.763,80.46, Available, Available, Available, 2025-12-29T00:55:00Z, High,17
FS805, Laugfs Puliyankulam, Laugfs Petroleum, Northern, Puliyankulam,8.739,80.52, Available, Limited, Not Available, 2025-12-29T01:00:00Z, Medium,24
FS806, IOC Kilinochchi Central, IOC, Northern, Kilinochchi,9.395,80.404, Available, Available, Available, 2025-12-29T01:05:00Z, High,16
FS807, Sinopec Paranthan, Sinopec, Northern, Paranthan,9.454,80.407, Limited, Available, Not Available, 2025-12-29T01:10:00Z, Medium,28
FS808, IOC Poonakary, IOC, Northern, Poonakary,9.503,80.21, Available, Available, Available, 2025-12-29T01:15:00Z, High,15
FS809, Laugfs Pallai, Laugfs Petroleum, Northern, Pallai,9.602,80.31, Available, Limited, Not Available, 2025-12-29T01:20:00Z, Medium,23
FS810, IOC Elephant Pass, IOC, Northern, Elephant Pass,9.516,80.296, Available, Available, Available, 2025-12-29T01:25:00Z, High,14
FS811, IOC Mannar Town, IOC, Northern, Mannar,8.981,79.904, Available, Available, Available, 2025-12-29T01:30:00Z, High,19
FS812, Laugfs Madhu Road, Laugfs Petroleum, Northern, Madhu,8.784,79.93, Available, Available, Not Available, 2025-12-29T01:35:00Z, Medium,21
FS813, Sinopec Pesalai, Sinopec, Northern, Pesalai,8.988,79.935, Limited, Available, Not Available, 2025-12-29T01:40:00Z, Medium,30
FS814, IOC Thalaimannar, IOC, Northern, Thalaimannar,9.095,79.717, Available, Available, Available, 2025-12-29T01:45:00Z, High,18
FS815, Laugfs Nanattan, Laugfs Petroleum, Northern, Nanattan,8.86,79.94, Available, Limited, Not Available, 2025-12-29T01:50:00Z, Medium,24
FS816, IOC Madhu Church Road, IOC, Northern, Madhu,8.783,79.931, Available, Available, Available, 2025-12-29T01:55:00Z, High,16
FS817, Sinopec Murunkan, Sinopec, Northern, Murunkan,8.912,80.04, Limited, Available, Not Available, 2025-12-29T02:00:00Z, Medium,27
FS818, IOC Adampan, IOC, Northern, Adampan,8.94,80, Available, Available, Available, 2025-12-29T02:05:00Z, High,15
FS819, Laugfs Vankalai, Laugfs Petroleum, Northern, Vankalai,8.94,79.92, Available, Limited, Not Available, 2025-12-29T02:10:00Z, Medium,23
FS820, IOC Mantai West, IOC, Northern, Mantai,8.92,80.08, Available, Available, Available, 2025-12-29T02:15:00Z, High,14
FS821, IOC Trincomalee Town, IOC, Eastern, Trincomalee,8.587,81.215, Available, Available, Available, 2025-12-29T02:20:00Z, High,18
FS822, Laugfs Nilaveli, Laugfs Petroleum, Eastern, Nilaveli,8.676,81.201, Available, Available, Not Available, 2025-12-29T02:25:00Z, Medium,21
FS823, Sinopec Kinniya, Sinopec, Eastern, Kinniya,8.498,81.18, Limited, Available, Not Available, 2025-12-29T02:30:00Z, Medium,29
FS824, IOC Kantale, IOC, Eastern, Kantale,8.357,81, Available, Available, Available, 2025-12-29T02:35:00Z, High,17
FS825, Laugfs Morawewa, Laugfs Petroleum, Eastern, Morawewa,8.515,80.95, Available, Limited, Not Available, 2025-12-29T02:40:00Z, Medium,24
FS826, IOC Serunuwara, IOC, Eastern, Serunuwara,8.455,81.31, Available, Available, Available, 2025-12-29T02:45:00Z, High,16
FS827, Sinopec Sampur, Sinopec, Eastern, Sampur,8.525,81.29, Limited, Available, Not Available, 2025-12-29T02:50:00Z, Medium,28
FS828, IOC Muttur, IOC, Eastern, Muttur,8.45,81.27, Available, Available, Available, 2025-12-29T02:55:00Z, High,15
FS829, Laugfs Thoppur, Laugfs Petroleum, Eastern, Thoppur,8.37,81.07, Available, Limited, Not Available, 2025-12-29T03:00:00Z, Medium,23
FS830, IOC Pulmoddai, IOC, Eastern, Pulmoddai,8.932,80.985, Available, Available, Available, 2025-12-29T03:05:00Z, High,14
FS831, IOC Batticaloa Town, IOC, Eastern, Batticaloa,7.731,81.674, Available, Available, Available, 2025-12-29T03:10:00Z, High,18
FS832, Laugfs Kattankudy, Laugfs Petroleum, Eastern, Kattankudy,7.688,81.73, Available, Available, Not Available, 2025-12-29T03:15:00Z, Medium,22
FS833, Sinopec Eravur, Sinopec, Eastern, Eravur,7.783,81.6, Limited, Available, Not Available, 2025-12-29T03:20:00Z, Medium,30
FS834, IOC Kaluwanchikudy, IOC, Eastern, Kaluwanchikudy,7.515,81.785, Available, Available, Available, 2025-12-29T03:25:00Z, High,17
FS835, Laugfs Valaichchenai, Laugfs Petroleum, Eastern, Valaichchenai,7.917,81.567, Available, Limited, Not Available, 2025-12-29T03:30:00Z, Medium,24
FS836, IOC Oddamavadi, IOC, Eastern, Oddamavadi,7.908,81.528, Available, Available, Available, 2025-12-29T03:35:00Z, High,16
FS837, Sinopec Kiran, Sinopec, Eastern, Kiran,7.865,81.538, Limited, Available, Not Available, 2025-12-29T03:40:00Z, Medium,27
